"ID","Geslacht","Leeftijd","Perioden","TotaalVerkeersdoden_1","Voetganger_2","Fiets_3","BromEnSnorfietsEnBrommobiel_4","GemotInvalidenvrtgInclScootmobiel_5","Motorfiets_6","Personenauto_7","BestelautoVrachtwagen_8","OverigeDeelname_9","OnbekendeDeelname_10"
397,"   1","   9","2013JJ00","      67","       7","      28","       4","      16","       0","      12","       0","       0","       0"
398,"   1","   9","2014JJ00","      67","       8","      28","       4","      14","       0","      11","       1","       1","       0"
399,"   1","   9","2015JJ00","      89","       6","      39","       4","      20","       0","      20","       0","       0","       0"
400,"   2","  99","1996JJ00","     357","      65","      89","      20","       0","       8","     160","       2","       9","       4"
401,"   2","  99","1997JJ00","     358","      59","     102","      18","       5","      12","     159","       2","       0","       1"
402,"   2","  99","1998JJ00","     320","      56","      72","      16","       2","       6","     163","       1","       3","       1"
403,"   2","  99","1999JJ00","     313","      40","      68","      21","       7","       7","     160","       4","       1","       5"
404,"   2","  99","2000JJ00","     305","      34","      85","      19","       3","       7","     146","       7","       3","       1"
405,"   2","  99","2001JJ00","     267","      38","      73","       8","       3","       5","     133","       5","       0","       2"
406,"   2","  99","2002JJ00","     276","      47","      63","      18","       0","       8","     131","       7","       2","       0"
407,"   2","  99","2003JJ00","     284","      42","      78","      18","       2","       5","     124","      13","       2","       0"
408,"   2","  99","2004JJ00","     251","      25","      70","      10","       8","       8","     124","       5","       1","       0"
409,"   2","  99","2005JJ00","     223","      36","      76","       8","       2","       3","      96","       2","       0","       0"
410,"   2","  99","2006JJ00","     235","      27","      86","       7","       7","       5","      98","       4","       1","       0"
411,"   2","  99","2007JJ00","     217","      35","      69","      10","       4","       3","      89","       5","       1","       1"
412,"   2","  99","2008JJ00","     198","      31","      68","       7","       6","       3","      81","       1","       1","       0"
413,"   2","  99","2009JJ00","     196","      34","      56","      15","       3","       5","      80","       2","       0","       1"
414,"   2","  99","2010JJ00","     165","      31","      52","      10","       6","       7","      55","       3","       1","       0"
415,"   2","  99","2011JJ00","     184","      28","      59","      10","      12","       0","      72","       1","       2","       0"
416,"   2","  99","2012JJ00","     171","      24","      63","       8","       4","       3","      67","       1","       1","       0"
417,"   2","  99","2013JJ00","     151","      23","      64","      16","       5","       0","      43","       0","       0","       0"
418,"   2","  99","2014JJ00","     159","      15","      62","      10","       6","       2","      63","       1","       0","       0"
419,"   2","  99","2015JJ00","     163","      21","      70","       9","       5","       1","      57","       0","       0","       0"
420,"   2","   1","1996JJ00","      27","       4","      14","       2","       0","       0","       6","       0","       1","       0"
